condition_id,run_id,attempt,attempt_dir,dataset,tool,measurement_track,sequence_output_policy,execution_mode,threads,replicate,input_records,emitted_records,non_nominal_sequence_records,output_length_validity_json,wall_seconds,user_cpu_seconds,system_cpu_seconds,peak_rss_kib,input_records_per_second,output_bytes,normalized_output_sha256
tenx_v2-t32-r1-splitcode,061e8556876f4fce027c00175cbdd0e5adf669b211c913a75dfab8fb202c1d2a,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/061e8556876f4fce027c00175cbdd0e5adf669b211c913a75dfab8fb202c1d2a/attempt-0001,tenx_v2,splitcode,timing,dev-null,best-practical-uncompressed,32,1,234382218,,0,[],67.415264163,143.38,5.94,1280776,3476693.6080425186,0,
tenx_v2-t32-r1-seqproc,c97207a3d25eadf8f0008eea7426409b8ffdcb0fe2a59c9e8f2d332ae056fc5b,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/c97207a3d25eadf8f0008eea7426409b8ffdcb0fe2a59c9e8f2d332ae056fc5b/attempt-0001,tenx_v2,seqproc,timing,dev-null,best-practical-uncompressed,32,1,234382218,,0,[],43.569085567,143.67,10.01,75776,5379553.299083359,0,
tenx_v2-t32-r1-matchbox,c4435acaf3840edaa19bb62007cc04330908aade6cba3db8a17065f1404bd5c5,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/c4435acaf3840edaa19bb62007cc04330908aade6cba3db8a17065f1404bd5c5/attempt-0001,tenx_v2,matchbox,timing,dev-null,best-practical-uncompressed,32,1,234382218,,0,[],576.886622606,2326.3,21.23,39612,406288.1835276627,0,
tenx_v2-t4-r3-matchbox,e139ab508f9426f477a31b5f0ac9e77e031b934a6d4375658daefc47ef579f72,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/e139ab508f9426f477a31b5f0ac9e77e031b934a6d4375658daefc47ef579f72/attempt-0001,tenx_v2,matchbox,timing,dev-null,best-practical-uncompressed,4,3,234382218,,0,[],581.464692616,1466.56,6.71,37944,403089.3379708376,0,
tenx_v2-t4-r3-splitcode,9f67c43ff694f2109c7c491668e1bf4dc57721f150dfd6226041edc169dc117a,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/9f67c43ff694f2109c7c491668e1bf4dc57721f150dfd6226041edc169dc117a/attempt-0001,tenx_v2,splitcode,timing,dev-null,best-practical-uncompressed,4,3,234382218,,0,[],68.554262215,144.4,4.93,150936,3418929.9166393196,0,
tenx_v2-t4-r3-seqproc,5e98ee4d6a9d1884cd1164321194449f82556a0b98c32a114da02bbd89bfc41a,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/5e98ee4d6a9d1884cd1164321194449f82556a0b98c32a114da02bbd89bfc41a/attempt-0001,tenx_v2,seqproc,timing,dev-null,best-practical-uncompressed,4,3,234382218,,0,[],36.562203341,98.08,5.93,14336,6410505.838885515,0,
tenx_v2-t1-r2-seqproc,93cd0de8582c52d509d5eab88e056d08fb7a157566be0833c7165533f9ad3883,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/93cd0de8582c52d509d5eab88e056d08fb7a157566be0833c7165533f9ad3883/attempt-0001,tenx_v2,seqproc,timing,dev-null,best-practical-uncompressed,1,2,234382218,,0,[],102.339954779,96.73,5.44,9216,2290231.7917390256,0,
tenx_v2-t1-r2-matchbox,d2e1fee570a93050bb48a47c9df3e462d2f30df90bbeed1fae4e8cce5be9ac1c,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/d2e1fee570a93050bb48a47c9df3e462d2f30df90bbeed1fae4e8cce5be9ac1c/attempt-0001,tenx_v2,matchbox,timing,dev-null,best-practical-uncompressed,1,2,234382218,,0,[],1471.83765333,1463.95,5.99,39332,159244.6133374258,0,
tenx_v2-t1-r2-splitcode,e1a3879b56c1773ad6c76c8465816f06d54631e578e5866ad4e540ea5ed8acb5,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/e1a3879b56c1773ad6c76c8465816f06d54631e578e5866ad4e540ea5ed8acb5/attempt-0001,tenx_v2,splitcode,timing,dev-null,best-practical-uncompressed,1,2,234382218,,0,[],141.344308893,136.57,4.58,32224,1658235.9759347031,0,
tenx_v2-t32-r3-matchbox,2ac981125b2d6beb6c45f74e9a8f2df493f91d998e182a58a949dd20454f3c86,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/2ac981125b2d6beb6c45f74e9a8f2df493f91d998e182a58a949dd20454f3c86/attempt-0001,tenx_v2,matchbox,timing,dev-null,best-practical-uncompressed,32,3,234382218,,0,[],575.085019517,2315.8,20.18,36028,407560.9867161067,0,
tenx_v2-t32-r3-splitcode,c1b2da4fb39a8b79a134cd8eac2e17cc0baa0b1342fca19353abd721acb3f9e9,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/c1b2da4fb39a8b79a134cd8eac2e17cc0baa0b1342fca19353abd721acb3f9e9/attempt-0001,tenx_v2,splitcode,timing,dev-null,best-practical-uncompressed,32,3,234382218,,0,[],67.698487,144.05,6.0,1277232,3462148.541074485,0,
tenx_v2-t32-r3-seqproc,36b6c834f91eef220cf87adbe8686a840c8ae1f59d3aa5780af0550bfeddd270,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/36b6c834f91eef220cf87adbe8686a840c8ae1f59d3aa5780af0550bfeddd270/attempt-0001,tenx_v2,seqproc,timing,dev-null,best-practical-uncompressed,32,3,234382218,,0,[],43.218623683,149.89,10.32,75776,5423176.353766999,0,
tenx_v2-t4-r1-splitcode,37088065843a6322f4a1fb2ea639842e18d8464cdcf5e7624989503e9866bada,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/37088065843a6322f4a1fb2ea639842e18d8464cdcf5e7624989503e9866bada/attempt-0001,tenx_v2,splitcode,timing,dev-null,best-practical-uncompressed,4,1,234382218,,0,[],69.004290304,146.86,4.82,153084,3396632.54222924,0,
tenx_v2-t4-r1-matchbox,e9fd59cfb05876a693a122496b6de75e0173af23def2470d7718c4d35b0ce6d1,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/e9fd59cfb05876a693a122496b6de75e0173af23def2470d7718c4d35b0ce6d1/attempt-0001,tenx_v2,matchbox,timing,dev-null,best-practical-uncompressed,4,1,234382218,,0,[],590.074892593,1465.42,8.01,37396,397207.5764315963,0,
tenx_v2-t4-r1-seqproc,e97212660954ec52b11e44fc59f6935a6085780933024accc1c0004d98821ea3,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/e97212660954ec52b11e44fc59f6935a6085780933024accc1c0004d98821ea3/attempt-0001,tenx_v2,seqproc,timing,dev-null,best-practical-uncompressed,4,1,234382218,,0,[],36.56231053,98.29,5.99,14336,6410487.0453328,0,
