dataset,tool,input_records,reference_records,emitted_records,intersection_records,emitted_fraction,precision,recall,f1
lr_splitseq_dual,seqproc,5764421,560699,545702,545702,0.09466727013866613,1.0,0.9732530288086835,0.9864452400169559
lr_splitseq_dual,matchbox,5764421,560699,8277,8277,0.001435877081150041,1.0,0.014761931089586391,0.029094373049126855
lr_splitseq_dual,splitcode,5764421,560699,428941,427895,0.07441180996322094,0.9975614361881937,0.7631456449895577,0.8647487975425407
