measurement_track,sequence_output_policy,dataset,tool,execution_mode,threads,replicates,wall_seconds_mean,wall_seconds_median,wall_seconds_sd,input_records_per_second_mean,input_records_per_second_median,peak_rss_kib_mean,peak_rss_kib_max
timing,dev-null,splitseq_pe,matchbox,best-practical-uncompressed,1,3,3880.9318810176665,3872.236550805,16.80024005035794,20000.90461140549,20045.56797643556,7928644.0,7930208
timing,dev-null,splitseq_pe,matchbox,best-practical-uncompressed,4,3,1018.4202721186666,1020.577017099,4.811852238110834,76218.37593919093,76056.17185133068,7932454.666666667,7932792
timing,dev-null,splitseq_pe,matchbox,best-practical-uncompressed,16,3,369.9415961976667,369.084015637,2.3720406959752895,209825.8291068447,210307.62024747685,7949732.0,7950648
timing,dev-null,splitseq_pe,matchbox,best-practical-uncompressed,32,3,278.444567643,278.696704715,1.0970670888671668,278769.9756659159,278514.88620712876,7937214.666666667,7937860
timing,dev-null,splitseq_pe,seqproc,best-practical-uncompressed,1,3,116.48674297299999,116.691258535,0.4113057919736351,666357.608284763,665184.1960957046,10581.333333333334,11264
timing,dev-null,splitseq_pe,seqproc,best-practical-uncompressed,4,3,29.385656235333332,29.401599663,0.028766266951407247,2641466.639212238,2640032.579508972,18773.333333333332,19456
timing,dev-null,splitseq_pe,seqproc,best-practical-uncompressed,16,3,25.61108363033333,25.596292087,0.07329042300660774,3030781.7325917357,3032516.613584931,51200.0,51200
timing,dev-null,splitseq_pe,seqproc,best-practical-uncompressed,32,3,26.998277329666667,27.097125906,0.17334614630968184,2875121.301778699,2864554.0220489833,93866.66666666667,95232
timing,dev-null,splitseq_pe,splitcode,best-practical-uncompressed,1,3,418.842018737,418.553118595,4.026238037108803,185334.69614416696,185451.2069114643,163818.66666666666,164760
timing,dev-null,splitseq_pe,splitcode,best-practical-uncompressed,4,3,116.28258749666668,116.258211531,0.9217895360845231,667549.919971511,667661.9223520609,274974.6666666667,275920
timing,dev-null,splitseq_pe,splitcode,best-practical-uncompressed,16,3,49.18965128433334,49.246456185,0.1916030724232075,1578014.183157157,1576178.003720858,720360.0,720740
timing,dev-null,splitseq_pe,splitcode,best-practical-uncompressed,32,3,48.716053235333334,48.725038302,0.06425890763925848,1593340.7142945994,1593045.048397918,1313852.0,1314968
