condition_id,run_id,attempt,attempt_dir,dataset,tool,measurement_track,sequence_output_policy,execution_mode,threads,replicate,input_records,emitted_records,non_nominal_sequence_records,output_length_validity_json,wall_seconds,user_cpu_seconds,system_cpu_seconds,peak_rss_kib,input_records_per_second,output_bytes,normalized_output_sha256
lr_splitseq_forward-t4-r3-matchbox,ec99bfc0952e9b4868771a68bc64488d61bcaff065891097663d8e16d7e86e33,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/ec99bfc0952e9b4868771a68bc64488d61bcaff065891097663d8e16d7e86e33/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,4,3,5764421,,0,[],783.046806974,3083.96,0.87,35840,7361.528006577261,0,
lr_splitseq_forward-t4-r3-seqproc,9a8cbb2132f79d688868b836869b8c21d7568f106e209b3d488f6accaa1c96c1,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/9a8cbb2132f79d688868b836869b8c21d7568f106e209b3d488f6accaa1c96c1/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,4,3,5764421,,0,[],3.769544132,14.07,0.59,15360,1529209.0497270771,0,
lr_splitseq_forward-t32-r2-seqproc,185d93e908a17ec6d7ea6b7955e37e216e775f64d029caf2364022bfb86538fd,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/185d93e908a17ec6d7ea6b7955e37e216e775f64d029caf2364022bfb86538fd/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,32,2,5764421,,0,[],3.118603026,14.97,0.72,72704,1848398.450184791,0,
lr_splitseq_forward-t32-r2-matchbox,f7200a9b7cb26a89b288477b1b52863ee71724248821463de1ff3285ae66c2d9,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/f7200a9b7cb26a89b288477b1b52863ee71724248821463de1ff3285ae66c2d9/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,32,2,5764421,,0,[],106.636850284,3123.2,1.65,31548,54056.55722808708,0,
lr_splitseq_forward-t32-r2-splitcode,ee3659383f5388adf60d7bae4440dcc15eed1a4061055bd9c92b49ad4c1c36f3,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/ee3659383f5388adf60d7bae4440dcc15eed1a4061055bd9c92b49ad4c1c36f3/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,32,2,5764421,,0,[],8.775606914,224.33,0.77,545308,656868.6424187755,0,
lr_splitseq_forward-t16-r1-matchbox,67b068bf4ed7c0f37256360a62fa4132489f15a1780a8371f885bb086a253c0d,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/67b068bf4ed7c0f37256360a62fa4132489f15a1780a8371f885bb086a253c0d/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],207.368250763,3105.47,1.22,31744,27797.992116874844,0,
lr_splitseq_forward-t16-r1-splitcode,987a2391a0d20499ebf2b3b871b2475a29414fe041456a1888f43e3fe54533ad,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/987a2391a0d20499ebf2b3b871b2475a29414fe041456a1888f43e3fe54533ad/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],16.486457241,226.24,0.72,329728,349645.8284357491,0,
lr_splitseq_forward-t16-r1-seqproc,ca5b7cf84a777d05a028d891e27976082cc327bbb40e70651a02fd71e256c842,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/ca5b7cf84a777d05a028d891e27976082cc327bbb40e70651a02fd71e256c842/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],2.818056664,14.6,0.66,38912,2045530.5507653907,0,
lr_splitseq_forward-t16-r3-matchbox,652d40c9244e9a658fe36be8c05689858542adf7be57132e4e759701bf74d118,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/652d40c9244e9a658fe36be8c05689858542adf7be57132e4e759701bf74d118/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],206.537129863,3109.88,1.12,35304,27909.85332188769,0,
lr_splitseq_forward-t16-r3-splitcode,3302c41d487e898219d4b599b7576e2f55ec8568d1b9de57d0c897a03a6987a7,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/3302c41d487e898219d4b599b7576e2f55ec8568d1b9de57d0c897a03a6987a7/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],16.286689244,224.18,0.74,325480,353934.4868462819,0,
lr_splitseq_forward-t16-r3-seqproc,310bd7b38f9a13576836d9c93e0956b528610e9304c5e2634ea3652f0bcd94fc,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/310bd7b38f9a13576836d9c93e0956b528610e9304c5e2634ea3652f0bcd94fc/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],2.767962767,14.55,0.71,39936,2082550.050428478,0,
lr_splitseq_forward-t32-r3-matchbox,23c7d37971d2c3635e8f6be32549a3c2c46a97a399d3749fe05341e02f8f9b14,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/23c7d37971d2c3635e8f6be32549a3c2c46a97a399d3749fe05341e02f8f9b14/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,32,3,5764421,,0,[],106.124172439,3115.56,1.63,29376,54317.700364762604,0,
lr_splitseq_forward-t32-r3-splitcode,dd94a5077675e289dda57d7978b5b2f54cf3c2ebe5b7cf117239fa6c86178f37,1,/scratch1/seqproc-ecosystem/campaigns/journal-performance-2026-08-17/runs/dd94a5077675e289dda57d7978b5b2f54cf3c2ebe5b7cf117239fa6c86178f37/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,32,3,5764421,,0,[],8.62811285,226.04,0.77,544564,668097.5434854216,0,
