condition_id,run_id,attempt,attempt_dir,dataset,tool,measurement_track,sequence_output_policy,execution_mode,threads,replicate,input_records,emitted_records,non_nominal_sequence_records,output_length_validity_json,wall_seconds,user_cpu_seconds,system_cpu_seconds,peak_rss_kib,input_records_per_second,output_bytes,normalized_output_sha256
lr_splitseq_forward-t32-r2-matchbox,f863aa140c878e35de9d057b2da3a63084b2f5c8eace477726194fb45b2ee4dc,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/f863aa140c878e35de9d057b2da3a63084b2f5c8eace477726194fb45b2ee4dc/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,32,2,5764421,,0,[],8.174716543,30.69,1.48,317440,705152.4012702393,0,
lr_splitseq_forward-t32-r2-splitcode,ee3b7efa0a91ec0edeffea2f3f2f1b11b3e157519a16c6dbc5ac859914c59faa,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/ee3b7efa0a91ec0edeffea2f3f2f1b11b3e157519a16c6dbc5ac859914c59faa/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,32,2,5764421,,0,[],13.283680852,385.8,0.74,538176,433947.56801403465,0,
lr_splitseq_forward-t16-r1-matchbox,43398430f407f0cac9f6a7b1a3f69fe75b8e47dd0a26eb7417680b0cea781133,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/43398430f407f0cac9f6a7b1a3f69fe75b8e47dd0a26eb7417680b0cea781133/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],7.925908801,25.97,1.13,318280,727288.3330770488,0,
lr_splitseq_forward-t16-r1-splitcode,98e59f7a0a44212d38a62a74473519c7e7351e648c70e96738370d272afa4c2e,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/98e59f7a0a44212d38a62a74473519c7e7351e648c70e96738370d272afa4c2e/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],26.498044159,386.69,0.71,332976,217541.37646578447,0,
lr_splitseq_forward-t16-r1-seqproc,659bb0a5b31b82bbb8c41798aa0bdf9faf2f10d4c019601ea6071d9334144999,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/659bb0a5b31b82bbb8c41798aa0bdf9faf2f10d4c019601ea6071d9334144999/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,16,1,5764421,,0,[],2.667713463,14.32,0.65,45056,2160809.6521421648,0,
lr_splitseq_forward-t16-r3-matchbox,d32f0bb8ad1bc5318a173e44f5715173f45a8f600d5e00342fa16026f92c341c,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/d32f0bb8ad1bc5318a173e44f5715173f45a8f600d5e00342fa16026f92c341c/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],7.925878513,26.0,1.07,318464,727291.1123410756,0,
lr_splitseq_forward-t16-r3-splitcode,38822bdde1f5d37b65c6cceb1b1cbe899933e5aa71fb191e4ad86d0f262bebd6,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/38822bdde1f5d37b65c6cceb1b1cbe899933e5aa71fb191e4ad86d0f262bebd6/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],26.597061806,390.76,0.73,334344,216731.49620984116,0,
lr_splitseq_forward-t16-r3-seqproc,31139f9dcc0e9c6e56b67d7b6a821011ad7a04af5a8521f9e1aef5bed8541751,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/31139f9dcc0e9c6e56b67d7b6a821011ad7a04af5a8521f9e1aef5bed8541751/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,16,3,5764421,,0,[],2.617708207,14.33,0.62,45056,2202086.9188496224,0,
lr_splitseq_forward-t32-r3-matchbox,46c7580e962c2d7414cbf72ba1eb6cdff62073e641cc1e04a93215852d67109c,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/46c7580e962c2d7414cbf72ba1eb6cdff62073e641cc1e04a93215852d67109c/attempt-0001,lr_splitseq_forward,matchbox,timing,dev-null,forward-only-supplementary,32,3,5764421,,0,[],8.174727642,30.63,1.54,314848,705151.4438699632,0,
lr_splitseq_forward-t32-r3-splitcode,7e3573ed5738654c12d2b283edc3dae4810e95b0c46b2ea5989609618da8965e,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/7e3573ed5738654c12d2b283edc3dae4810e95b0c46b2ea5989609618da8965e/attempt-0001,lr_splitseq_forward,splitcode,timing,dev-null,forward-only-supplementary,32,3,5764421,,0,[],13.68158347,387.28,0.74,541412,421327.0351812574,0,
lr_splitseq_forward-t32-r3-seqproc,5be8c00ac33008a6136ef303d9093abba52784006cbf91973e5ca717e9b9d456,1,/scratch1/seqproc-ecosystem/publication-benchmark-2026-08-10-aligned-optimized/runs/5be8c00ac33008a6136ef303d9093abba52784006cbf91973e5ca717e9b9d456/attempt-0001,lr_splitseq_forward,seqproc,timing,dev-null,forward-only-supplementary,32,3,5764421,,0,[],2.96809471,14.73,0.67,84992,1942128.3898316035,0,
